date,game visitor,chief,crew1,crew2
208,Minnesota,Kevin Scott,Brent Barnaky,Brett Nansel
209,San Antonio,Ed Malloy,Natalie Sago,Aaron Smith
209,Chicago,Courtney Kirkland,Michael Smith,Derek Richardson
209,Toronto,Karl Lane,Dedric Taylor,Evan Scott
209,Golden State,Kane Fitzgerald,Derrick Collins,Jonathan Sterling
209,L.A. Lakers,Kevin Scott,Brent Barnaky,Brett Nansel
209,Minnesota,Tyler Ford,J.T. Orr,Danielle Scott
210,Memphis,Scott Foster,Natalie Sago,Brandon Schwab
210,Brooklyn,Ben Taylor,Mark Lindsay,Suyash Mehta
210,Miami,Marc Davis,Jacyn Goble,Jason Goldenberg
210,Toronto,Bill Kennedy,Gediminas Petraitis,Matt Myers
210,LA Clippers,James Williams,Lauren Holtkamp,Mousa Dagher
210,Milwaukee,James Capers,Derrick Collins,Marat Kogut
210,New York,Eric Lewis,Scott Twardoski,Nate Green
211,Charlotte,Karl Lane,Nick Buchert,Leon Wood
211,Cleveland,Ben Taylor,Dedric Taylor,Suyash Mehta
211,Oklahoma City,Courtney Kirkland,Michael Smith,Phenizee Ransom
211,San Antonio,Curtis Blair,Brian Forte,John Butler
211,Denver,Zach Zarba,Derek Richardson,Ray Acosta
211,Minnesota,Kane Fitzgerald,JB DeRosa,Eric Dalen
211,Orlando,Kevin Scott,Brent Barnaky,Andy Nagy
212,New York,Ed Malloy,Derrick Collins,Mousa Dagher
212,Memphis,James Williams,Gediminas Petraitis,Jonathan Sterling
212,Sacramento,Josh Tiven,Ray Acosta,Jason Goldenberg
212,San Antonio,Bill Kennedy,Lauren Holtkamp,Brandon Schwab
212,Cleveland,Scott Foster,JB DeRosa,Justin Van Duyne
212,Denver,Zach Zarba,Eric Dalen,Brett Nansel
212,Brooklyn,John Goble,Brian Forte,Aaron Smith
212,Oklahoma City,Pat Fraher,Nick Buchert,Jenna Schroeder
212,LA Clippers,Curtis Blair,Kevin Cutler,Scott Twardoski
212,L.A. Lakers,James Capers,Kevin Scott,Marat Kogut
212,Orlando,Eric Lewis,Mitchell Ervin,Matt Boland
213,Atlanta,Kane Fitzgerald,Karl Lane,Brandon Adair
213,Minnesota,Marc Davis,Derek Richardson,Leon Wood
214,Detroit,James Williams,Dedric Taylor,Aaron Smith
214,Sacramento,Courtney Kirkland,Michael Smith,Evan Scott
214,Oklahoma City,John Goble,Ben Taylor,Phenizee Ransom
214,San Antonio,Scott Foster,Lauren Holtkamp,Brett Nansel
214,Portland,Zach Zarba,Eric Dalen,Suyash Mehta
214,Toronto,Josh Tiven,Derrick Collins,John Butler
214,Orlando,Pat Fraher,Mark Lindsay,Danielle Scott
214,Houston,Eric Lewis,Kevin Cutler,Jenna Schroeder
214,Golden State,Ed Malloy,Mitchell Ervin,Matt Boland
215,Cleveland,Kevin Scott,Leon Wood,Phenizee Ransom
215,Dallas,Josh Tiven,Nick Buchert,Matt Myers
215,Boston,David Guthrie,Brian Forte,Gediminas Petraitis
215,Indiana,Curtis Blair,Karl Lane,Scott Twardoski
215,Charlotte,James Capers,Brent Barnaky,Andy Nagy
215,Memphis,Tyler Ford,JB DeRosa,Scott Wall
215,LA Clippers,Pat Fraher,Tre Maddox,Justin Van Duyne
216,Atlanta,Courtney Kirkland,Nick Buchert,Suyash Mehta
216,Detroit,John Goble,Tom Washington,Evan Scott
216,Washington,Zach Zarba,Brandon Adair,Brett Nansel
216,Brooklyn,Scott Foster,Jacyn Goble,Natalie Sago
216,Sacramento,Marc Davis,Brent Barnaky,Jonathan Sterling
216,Portland,Kevin Scott,Dedric Taylor,Jason Goldenberg
216,Toronto,Tony Brothers,Derrick Collins,Jenna Schroeder
216,San Antonio,Eric Lewis,Eric Dalen,Mousa Dagher
216,Houston,Mark Lindsay,J.T. Orr,Danielle Scott
216,Denver,Bill Kennedy,Kevin Cutler,Justin Van Duyne
216,Utah,Ed Malloy,Mitchell Ervin,Matt Boland
217,Washington,James Capers,Marat Kogut,Scott Twardoski
217,Miami,Sean Wright,JB DeRosa,Ray Acosta
217,Dallas,Pat Fraher,Michael Smith,Andy Nagy
217,Philadelphia,Tony Brothers,Ben Taylor,Scott Wall
217,Houston,Mark Lindsay,Derek Richardson,Bennie Adams
224,Cleveland,Bill Kennedy,JB DeRosa,Mousa Dagher
224,Boston,David Guthrie,Mark Lindsay,Aaron Smith
224,Atlanta,Courtney Kirkland,Marc Davis,Andy Nagy
224,Memphis,Pat Fraher,Michael Smith,Jonathan Sterling
224,Phoenix,Rodney Mott,Derrick Collins,Bennie Adams
224,Golden State,Tony Brothers,Tre Maddox,J.T. Orr
224,Denver,Scott Foster,Ben Taylor,Leon Wood
225,Toronto,Kane Fitzgerald,Eric Dalen,Natalie Sago
225,Oklahoma City,James Williams,Mitchell Ervin,Mousa Dagher
225,Houston,Curtis Blair,Dedric Taylor,Danielle Scott
225,San Antonio,Tyler Ford,JB DeRosa,Nate Green
225,Miami,Eric Lewis,Karl Lane,Gediminas Petraitis
225,Philadelphia,Ed Malloy,Jacyn Goble,Ray Acosta
225,New Orleans,Sean Wright,Ben Taylor,Derek Richardson
225,Dallas,John Goble,Tom Washington,Brandon Adair
225,LA Clippers,Zach Zarba,Brian Forte,Nick Buchert
226,Boston,Rodney Mott,Michael Smith,Suyash Mehta
226,Toronto,Bill Kennedy,Derrick Collins,John Butler
226,Washington,Courtney Kirkland,Mitchell Ervin,Evan Scott
226,San Antonio,Pat Fraher,Scott Wall,Jason Goldenberg
226,Memphis,David Guthrie,Tre Maddox,Matt Boland
226,Brooklyn,Marc Davis,Tyler Ford,Lauren Holtkamp
226,Sacramento,Tony Brothers,J.T. Orr,Bennie Adams
227,Philadelphia,James Williams,Mark Lindsay,Marat Kogut
227,Utah,Zach Zarba,Brian Forte,Nick Buchert
227,Boston,Kane Fitzgerald,JB DeRosa,Ray Acosta
227,Detroit,Eric Lewis,Dedric Taylor,Justin Van Duyne
227,LA Clippers,Ed Malloy,Jacyn Goble,Scott Twardoski
227,Dallas,Scott Foster,Ben Taylor,Leon Wood
227,Denver,Sean Wright,Derek Richardson,Brett Nansel
227,New Orleans,John Goble,Tom Washington,Brandon Adair
228,Toronto,Curtis Blair,Mitchell Ervin,Matt Myers
228,Minnesota,Tony Brothers,Eric Dalen,Gediminas Petraitis
228,Indiana,Marc Davis,Scott Wall,Natalie Sago
228,Chicago,Bill Kennedy,Derrick Collins,Lauren Holtkamp
228,San Antonio,Rodney Mott,Karl Lane,Aaron Smith
228,Charlotte,Courtney Kirkland,Tre Maddox,J.T. Orr
228,Sacramento,David Guthrie,Jacyn Goble,John Butler
301,Detroit,Pat Fraher,Ray Acosta,Jonathan Sterling
301,Atlanta,Eric Lewis,Curtis Blair,Scott Twardoski
301,Brooklyn,Tony Brothers,JB DeRosa,Jason Goldenberg
301,LA Clippers,John Goble,Brandon Adair,Phenizee Ransom
301,Golden State,Zach Zarba,Nick Buchert,Justin Van Duyne
301,Dallas,Sean Wright,Tyler Ford,Brett Nansel
302,Charlotte,James Williams,Scott Wall,Natalie Sago
302,Indiana,Bill Kennedy,Derrick Collins,Lauren Holtkamp
302,New York,James Capers,Brian Forte,J.T. Orr
302,Utah,Tre Maddox,Derek Richardson,Brandon Schwab
302,Miami,Scott Foster,Mark Lindsay,Leon Wood
302,Sacramento,Ed Malloy,Karl Lane,Danielle Scott
302,Oklahoma City,Courtney Kirkland,Dedric Taylor,Matt Boland
302,Portland,Kane Fitzgerald,Tyler Ford,Aaron Smith
303,Chicago,Josh Tiven,Tom Washington,Brandon Adair
303,Memphis,Pat Fraher,Brian Forte,Evan Scott
303,Miami,Eric Lewis,Ben Taylor,J.T. Orr
303,Detroit,Marc Davis,Jacyn Goble,John Conley
303,Golden State,Tony Brothers,Eric Dalen,Mousa Dagher
303,Sacramento,Sean Wright,Mitchell Ervin,Justin Van Duyne
303,L.A. Lakers,David Guthrie,Kevin Cutler,Matt Boland
304,Orlando,James Williams,Karl Lane,Jonathan Sterling
304,Indiana,Ed Malloy,Derek Richardson,Marat Kogut
304,Cleveland,Eric Lewis,Brent Barnaky,Jacyn Goble
304,Atlanta,James Capers,Nick Buchert,Leon Wood
304,Milwaukee,Zach Zarba,JB DeRosa,Jason Goldenberg
304,Utah,Bill Kennedy,Scott Wall,Mousa Dagher
304,Minnesota,John Goble,Natalie Sago,Nate Green
304,Houston,Kane Fitzgerald,Tyler Ford,Aaron Smith
304,New York,David Guthrie,Dedric Taylor,Gediminas Petraitis
305,Sacramento,Curtis Blair,Derrick Collins,Matt Boland
305,San Antonio,Ben Taylor,Brent Barnaky,Bennie Adams
305,Philadelphia,Courtney Kirkland,Michael Smith,Scott Twardoski
305,Orlando,Tom Washington,Eric Dalen,Brandon Schwab
305,Portland,Marc Davis,Mitchell Ervin,John Conley
305,Golden State,Josh Tiven,Mark Lindsay,Ray Acosta
306,Brooklyn,Zach Zarba,Kevin Cutler,Nick Buchert
306,Phoenix,Sean Wright,Ed Malloy,Natalie Sago
306,Toronto,John Goble,Ben Taylor,Brandon Adair
306,Indiana,Tony Brothers,Brian Forte,Suyash Mehta
306,Memphis,Marc Davis,Dedric Taylor,Jason Goldenberg
306,Utah,Pat Fraher,Tyler Ford,Lauren Holtkamp
306,New York,Kane Fitzgerald,Tre Maddox,Justin Van Duyne
306,New Orleans,David Guthrie,JB DeRosa,Gediminas Petraitis
307,Golden State,Eric Lewis,Jacyn Goble,Brett Nansel
307,Atlanta,Sean Wright,Mitchell Ervin,Andy Nagy
307,Chicago,Scott Foster,Eric Dalen,Jonathan Sterling
307,Houston,Curtis Blair,Karl Lane,Bennie Adams
307,Portland,Bill Kennedy,Derrick Collins,Brandon Schwab
307,Utah,James Capers,Michael Smith,Aaron Smith
307,L.A. Lakers,Courtney Kirkland,Scott Wall,Scott Twardoski
307,New York,Josh Tiven,Mark Lindsay,Ray Acosta
308,Brooklyn,Scott Foster,Lauren Holtkamp,Phenizee Ransom
308,Cleveland,Zach Zarba,Nick Buchert,Gediminas Petraitis
308,Phoenix,John Goble,Sean Corbin,John Butler
308,New Orleans,Kane Fitzgerald,Natalie Sago,Jenna Schroeder
308,Milwaukee,Tre Maddox,JB DeRosa,Leon Wood
308,LA Clippers,James Williams,Brent Barnaky,J.T. Orr
309,Boston,Marc Davis,Tyler Ford,Aaron Smith
309,Chicago,Pat Fraher,Scott Wall,Matt Myers
309,Phoenix,Zach Zarba,Kevin Cutler,Matt Boland
309,Atlanta,David Guthrie,Brian Forte,Brett Nansel
309,L.A. Lakers,Ben Taylor,Michael Smith,John Butler
309,Oklahoma City,Sean Wright,Derek Richardson,Jonathan Sterling
309,Orlando,Courtney Kirkland,Derrick Collins,Bennie Adams
309,New York,Bill Kennedy,Tom Washington,Jason Goldenberg
309,Toronto,Ed Malloy,Dedric Taylor,Marat Kogut
309,Portland,Eric Lewis,Jacyn Goble,Ray Acosta
309,Denver,James Williams,Brent Barnaky,Evan Scott
309,Washington,Josh Tiven,Mark Lindsay,Danielle Scott
310,Brooklyn,John Goble,Tre Maddox,Brandon Adair
310,Golden State,James Capers,Karl Lane,Scott Twardoski
311,Minnesota,Ed Malloy,Brian Forte,Nate Green
311,LA Clippers,Tyler Ford,Kevin Cutler,Jason Goldenberg
311,Detroit,Sean Wright,Justin Van Duyne,John Butler
311,Cleveland,Tony Brothers,Dedric Taylor,Natalie Sago
311,Dallas,Rodney Mott,Lauren Holtkamp,Jenna Schroeder
311,New York,Courtney Kirkland,JB DeRosa,Suyash Mehta
311,Charlotte,Ben Taylor,Mitchell Ervin,Matt Myers
311,Utah,David Guthrie,Nick Buchert,Gediminas Petraitis
311,Toronto,Eric Lewis,Brent Barnaky,Leon Wood
311,Washington,James Williams,Jacyn Goble,Evan Scott
312,Minnesota,Tom Washington,Scott Wall,Marat Kogut
312,Cleveland,Sean Wright,Brandon Adair,Scott Twardoski
312,Indiana,David Guthrie,J.T. Orr,Matt Boland
312,Milwaukee,Zach Zarba,Derrick Collins,Aaron Smith
312,Toronto,Pat Fraher,Michael Smith,Phenizee Ransom
312,Sacramento,James Capers,Eric Dalen,Mousa Dagher
312,Washington,Bill Kennedy,Karl Lane,Andy Nagy
313,New York,Josh Tiven,Ed Malloy,Justin Van Duyne
313,LA Clippers,Courtney Kirkland,Gediminas Petraitis,CJ Washington
313,Dallas,John Goble,Mark Lindsay,Ray Acosta
313,Philadelphia,Rodney Mott,Kevin Cutler,John Conley
313,Indiana,Scott Foster,Dedric Taylor,Natalie Sago
313,Houston,Tyler Ford,Nick Buchert,Brandon Schwab
313,Memphis,James Williams,Brent Barnaky,Evan Scott
313,L.A. Lakers,Tony Brothers,Eric Dalen,Derek Richardson
314,LA Clippers,Josh Tiven,Mitchell Ervin,Brett Nansel
314,Portland,Kane Fitzgerald,Lauren Holtkamp,Mousa Dagher
314,Denver,Eric Lewis,JB DeRosa,Matt Boland
314,Charlotte,Bill Kennedy,J.T. Orr,Phenizee Ransom
314,Minnesota,Ben Taylor,Tre Maddox,Danielle Scott
314,Washington,Pat Fraher,Tom Washington,Leon Wood
314,Chicago,Zach Zarba,Karl Lane,Aaron Smith
314,Milwaukee,Tony Brothers,Michael Smith,Scott Wall
314,Toronto,James Capers,Derrick Collins,Andy Nagy
315,Memphis,Sean Wright,Eric Dalen,Justin Van Duyne
315,Brooklyn,Kane Fitzgerald,Brent Barnaky,Ray Acosta
315,Detroit,Tyler Ford,Jacyn Goble,Mousa Dagher
315,Phoenix,David Guthrie,Dedric Taylor,Jason Goldenberg
316,Atlanta,Eric Lewis,Jacyn Goble,Jonathan Sterling
316,Philadelphia,James Williams,Mark Lindsay,Justin Van Duyne
316,Denver,Josh Tiven,Derek Richardson,John Butler
316,Dallas,Scott Foster,Mitchell Ervin,Brandon Adair
316,Portland,Rodney Mott,Ben Taylor,Brett Nansel
316,Phoenix,Bill Kennedy,Scott Wall,J.T. Orr
316,L.A. Lakers,John Goble,Michael Smith,Aaron Smith
316,Oklahoma City,Tony Brothers,Gediminas Petraitis,CJ Washington
316,Chicago,Ed Malloy,Derrick Collins,Marat Kogut
316,Boston,James Capers,Karl Lane,Lauren Holtkamp
316,Milwaukee,Pat Fraher,Tom Washington,Andy Nagy
316,Toronto,Zach Zarba,Nick Buchert,Natalie Sago
317,Detroit,Marc Davis,JB DeRosa,Jenna Schroeder
318,Dallas,Kane Fitzgerald,Ben Taylor,Derek Richardson
318,Memphis,David Guthrie,Scott Wall,Suyash Mehta
318,Portland,James Williams,Jacyn Goble,Ashley Moyer-Gleich
318,Denver,Scott Foster,Michael Smith,Leon Wood
318,Washington,Eric Lewis,Eric Dalen,Phenizee Ransom
318,L.A. Lakers,Courtney Kirkland,Mark Lindsay,Matt Myers
318,Oklahoma City,Marc Davis,JB DeRosa,John Butler
318,Indiana,Pat Fraher,Ray Acosta,Jonathan Sterling
318,New Orleans,Bill Kennedy,Kevin Cutler,Bennie Adams
318,LA Clippers,John Goble,Tre Maddox,Lauren Holtkamp
318,Chicago,Rodney Mott,Tom Washington,Nick Buchert
318,Boston,Ed Malloy,Natalie Sago,Marat Kogut
319,Milwaukee,Josh Tiven,Dedric Taylor,Brandon Adair
319,Dallas,James Williams,Karl Lane,Suyash Mehta
319,Detroit,Zach Zarba,Brent Barnaky,Nate Green
319,L.A. Lakers,Curtis Blair,Mitchell Ervin,Gediminas Petraitis
320,Portland,Kane Fitzgerald,Kevin Cutler,Brandon Schwab
320,Memphis,Tony Brothers,Derrick Collins,CJ Washington
320,New Orleans,Sean Wright,Derek Richardson,Brett Nansel
320,Oklahoma City,James Capers,Michael Smith,Bennie Adams
320,Phoenix,John Goble,Tre Maddox,Lauren Holtkamp
320,Utah,Scott Foster,Tyler Ford,Aaron Smith
320,Boston,Bill Kennedy,Nick Buchert,J.T. Orr
320,Toronto,David Guthrie,Curtis Blair,Leon Wood
320,San Antonio,Ed Malloy,Natalie Sago,Marat Kogut
321,New Orleans,Pat Fraher,Dedric Taylor,Brandon Adair
321,L.A. Lakers,James Williams,Tom Washington,Scott Wall
321,Portland,Tyler Ford,Brent Barnaky,Jonathan Sterling
321,Miami,Zach Zarba,Kevin Cutler,Scott Twardoski
321,Utah,Marc Davis,Mark Lindsay,Gediminas Petraitis
321,Toronto,Josh Tiven,Ben Taylor,Brandon Schwab
321,Washington,Karl Lane,Justin Van Duyne,Suyash Mehta
321,Boston,Rodney Mott,Brian Forte,Jason Goldenberg
321,Minnesota,Sean Wright,Derrick Collins,Ray Acosta
322,Golden State,Tony Brothers,Jacyn Goble,Derek Richardson
322,Atlanta,Kane Fitzgerald,JB DeRosa,Leon Wood
322,Chicago,John Goble,Curtis Blair,J.T. Orr
322,LA Clippers,Ed Malloy,Brian Forte,Natalie Sago
323,New York,Marc Davis,Scott Wall,John Conley
323,Atlanta,Eric Lewis,Tom Washington,Aaron Smith
323,Sacramento,Rodney Mott,Dedric Taylor,Mousa Dagher
323,Utah,Zach Zarba,Kevin Cutler,Bennie Adams
323,Golden State,David Guthrie,Mitchell Ervin,CJ Washington
323,Brooklyn,James Capers,Tyler Ford,Scott Twardoski
323,Phoenix,James Williams,Karl Lane,Marat Kogut
323,Orlando,Pat Fraher,Gediminas Petraitis,Brandon Schwab
323,Houston,Tre Maddox,Nick Buchert,Nate Green
323,Philadelphia,Sean Wright,Brent Barnaky,Ray Acosta
323,San Antonio,Josh Tiven,Eric Dalen,John Butler
324,Cleveland,Tony Brothers,Michael Smith,J.T. Orr
324,Indiana,Ben Taylor,Leon Wood,Jason Goldenberg
324,Washington,Kane Fitzgerald,Derek Richardson,Lauren Holtkamp
324,Chicago,Bill Kennedy,Natalie Sago,Nate Green
324,Phoenix,Courtney Kirkland,Derrick Collins,Justin Van Duyne
325,Utah,James Capers,Curtis Blair,Scott Twardoski
325,Washington,Tony Brothers,J.T. Orr,Evan Scott
325,Golden State,Marc Davis,Tyler Ford,Bennie Adams
325,New York,Rodney Mott,Dedric Taylor,Phenizee Ransom
325,Dallas,Scott Foster,Mark Lindsay,Andy Nagy
325,Houston,Sean Wright,Brent Barnaky,Ray Acosta
325,Philadelphia,Josh Tiven,JB DeRosa,Eric Dalen
326,San Antonio,Kevin Scott,Mitchell Ervin,CJ Washington
326,Sacramento,John Goble,Scott Wall,Aaron Smith
326,Indiana,Zach Zarba,Tom Washington,Lauren Holtkamp
326,Chicago,Marc Davis,Jacyn Goble,Jenna Schroeder
326,Brooklyn,Bill Kennedy,Michael Smith,Matt Boland
326,Milwaukee,Eric Lewis,Karl Lane,John Conley
326,Oklahoma City,James Williams,Kevin Cutler,Brett Nansel
326,Houston,Courtney Kirkland,JB DeRosa,Danielle Scott
327,New York,Curtis Blair,Brandon Adair,Suyash Mehta
327,Minnesota,Ben Taylor,Gediminas Petraitis,Jonathan Sterling
327,Golden State,Rodney Mott,Nick Buchert,Ashley Moyer-Gleich
327,Philadelphia,Scott Foster,Tre Maddox,Jason Goldenberg
327,L.A. Lakers,Tony Brothers,Eric Dalen,Andy Nagy
327,Charlotte,Pat Fraher,Brian Forte,Justin Van Duyne
327,Utah,Kane Fitzgerald,Tyler Ford,J.T. Orr
328,Denver,Bill Kennedy,Mark Lindsay,Lauren Holtkamp
328,Orlando,Ben Taylor,Nick Buchert,CJ Washington
328,Atlanta,Ed Malloy,Scott Wall,John Conley
328,Sacramento,Kevin Scott,Brent Barnaky,Ray Acosta
328,Chicago,Pat Fraher,Brian Forte,Mousa Dagher
328,Boston,David Guthrie,Mitchell Ervin,Evan Scott
328,San Antonio,James Williams,Natalie Sago,Aaron Smith
328,Golden State,Courtney Kirkland,JB DeRosa,Brett Nansel
328,Oklahoma City,Eric Lewis,Derek Richardson,Leon Wood
329,Milwaukee,James Capers,Mitchell Ervin,Brandon Adair
329,Chicago,John Goble,Michael Smith,Phenizee Ransom
329,Detroit,David Guthrie,Tre Maddox,Marat Kogut
329,L.A. Lakers,Marc Davis,Dedric Taylor,Natalie Sago
329,Utah,Scott Foster,Jacyn Goble,Jason Goldenberg
330,Dallas,Josh Tiven,Eric Dalen,Brett Nansel
330,Denver,Tony Brothers,Brian Forte,Jonathan Sterling
330,Orlando,Sean Wright,Tom Washington,Matt Boland
330,Miami,Kane Fitzgerald,Ed Malloy,Justin Van Duyne
330,Charlotte,Zach Zarba,Kevin Cutler,John Butler
330,Minnesota,Bill Kennedy,JB DeRosa,Aaron Smith
330,Sacramento,Curtis Blair,Mark Lindsay,Mousa Dagher
330,Atlanta,Ben Taylor,Gediminas Petraitis,Matt Myers
330,Memphis,Kevin Scott,Nick Buchert,Scott Wall
330,Phoenix,Eric Lewis,Jacyn Goble,Leon Wood
330,New Orleans,Rodney Mott,Karl Lane,Jenna Schroeder
331,Cleveland,Courtney Kirkland,Tre Maddox,Ray Acosta
331,Philadelphia,Josh Tiven,Lauren Holtkamp,Danielle Scott
331,Milwaukee,John Goble,Brent Barnaky,Derek Richardson
331,LA Clippers,James Williams,Dedric Taylor,Gediminas Petraitis
331,L.A. Lakers,Eric Lewis,Karl Lane,Evan Scott
401,Toronto,Curtis Blair,Brandon Adair,Nate Green
401,Dallas,Tony Brothers,Justin Van Duyne,Jason Goldenberg
401,Indiana,Bill Kennedy,Eric Dalen,Brett Nansel
401,Sacramento,Tyler Ford,Michael Smith,Marat Kogut
401,Phoenix,Zach Zarba,Tom Washington,Natalie Sago
401,LA Clippers,Sean Wright,Derrick Collins,Bennie Adams
401,Detroit,Kevin Scott,Nick Buchert,Scott Twardoski
401,Portland,Ben Taylor,Mitchell Ervin,Matt Myers
401,Minnesota,James Capers,Jacyn Goble,Mousa Dagher
401,New Orleans,Pat Fraher,J.T. Orr,Leon Wood
402,Charlotte,Kane Fitzgerald,Gediminas Petraitis,Phenizee Ransom
402,Cleveland,Rodney Mott,Lauren Holtkamp,Ashley Moyer-Gleich
402,Brooklyn,Kevin Scott,Karl Lane,Brandon Adair
402,Miami,Josh Tiven,JB DeRosa,CJ Washington
402,Utah,Tre Maddox,J.T. Orr,Matt Boland
403,Washington,James Williams,Scott Wall,Nate Green
403,Dallas,Zach Zarba,Jacyn Goble,Aaron Smith
403,Denver,Ed Malloy,Mitchell Ervin,Scott Twardoski
403,Detroit,Curtis Blair,Brent Barnaky,Derek Richardson
403,Philadelphia,Sean Wright,Karl Lane,John Butler
403,New York,Tyler Ford,Nick Buchert,Ray Acosta
403,Miami,Tom Washington,Kevin Cutler,Bennie Adams
403,Minnesota,Josh Tiven,Brian Forte,Brandon Schwab
403,Phoenix,James Capers,JB DeRosa,Brett Nansel
403,Portland,Courtney Kirkland,Eric Dalen,Jason Goldenberg
403,Golden State,Pat Fraher,Derrick Collins,Evan Scott
403,New Orleans,Mark Lindsay,Michael Smith,Matt Boland
405,Philadelphia,Eric Lewis,Tyler Ford,Marat Kogut
405,Cleveland,Josh Tiven,Eric Dalen,Bennie Adams
405,Houston,Tom Washington,Natalie Sago,Matt Myers
405,Charlotte,James Williams,Karl Lane,Scott Wall
405,Atlanta,Rodney Mott,Brian Forte,Danielle Scott
405,Milwaukee,James Capers,Kevin Scott,Jonathan Sterling
405,Washington,Bill Kennedy,Kevin Cutler,J.T. Orr
405,Portland,John Goble,Brandon Adair,Andy Nagy
405,San Antonio,Tony Brothers,Tre Maddox,Derek Richardson
405,Memphis,Ed Malloy,Michael Smith,Scott Twardoski
405,New Orleans,Mark Lindsay,Justin Van Duyne,Leon Wood
405,L.A. Lakers,David Guthrie,Derrick Collins,Gediminas Petraitis
406,Dallas,Courtney Kirkland,Brian Forte,Jenna Schroeder
406,Brooklyn,Sean Wright,Curtis Blair,Jason Goldenberg
406,Washington,Pat Fraher,Brent Barnaky,Matt Boland
406,Boston,Eric Lewis,Mitchell Ervin,Aaron Smith
406,Oklahoma City,Tony Brothers,Mark Lindsay,Gediminas Petraitis
406,Phoenix,Kane Fitzgerald,Dedric Taylor,Lauren Holtkamp
407,Orlando,Rodney Mott,Brent Barnaky,Brandon Schwab
407,Philadelphia,James Williams,Nick Buchert,Matt Myers
407,Boston,David Guthrie,Kevin Cutler,Ray Acosta
407,San Antonio,Marc Davis,Jacyn Goble,Phenizee Ransom
407,Portland,Pat Fraher,Tre Maddox,Marat Kogut
407,Memphis,Zach Zarba,Derrick Collins,J.T. Orr
407,L.A. Lakers,Kane Fitzgerald,Michael Smith,Brandon Adair
408,Milwaukee,Sean Wright,Ed Malloy,Nate Green
408,New York,Brian Forte,Gediminas Petraitis,Andy Nagy
408,Cleveland,Eric Lewis,Ben Taylor,Scott Wall
408,Houston,Courtney Kirkland,Karl Lane,Jason Goldenberg
408,Atlanta,John Goble,Tyler Ford,Aaron Smith
408,Charlotte,Josh Tiven,Mark Lindsay,Natalie Sago
408,Portland,Tony Brothers,Tom Washington,Leon Wood
408,Phoenix,Zach Zarba,Mitchell Ervin,Justin Van Duyne
408,Oklahoma City,Bill Kennedy,Dedric Taylor,Lauren Holtkamp
409,Sacramento,Tre Maddox,J.T. Orr,Brandon Adair
409,New Orleans,Kane Fitzgerald,Eric Dalen,Jonathan Sterling
409,Indiana,Curtis Blair,Jacyn Goble,Ashley Moyer-Gleich
409,Golden State,James Capers,JB DeRosa,Suyash Mehta
410,Indiana,Marc Davis,Karl Lane,Nate Green
410,Washington,Eric Lewis,Nick Buchert,Aaron Smith
410,Milwaukee,Scott Foster,Mark Lindsay,Gediminas Petraitis
410,San Antonio,James Williams,Tyler Ford,Andy Nagy
410,L.A. Lakers,Josh Tiven,Mitchell Ervin,Justin Van Duyne
410,Atlanta,Tony Brothers,Leon Wood,CJ Washington
410,Oklahoma City,Zach Zarba,Kevin Cutler,Bennie Adams
410,Boston,Sean Wright,Ed Malloy,Marat Kogut
410,Chicago,David Guthrie,Michael Smith,Ray Acosta
410,Golden State,Courtney Kirkland,Tom Washington,Scott Twardoski
410,Toronto,John Goble,Brent Barnaky,Matt Boland
410,Miami,Curtis Blair,Derrick Collins,Jason Goldenberg
410,Detroit,Pat Fraher,Natalie Sago,Evan Scott
410,Sacramento,Rodney Mott,Derek Richardson,Brett Nansel
410,Utah,Bill Kennedy,Dedric Taylor,Lauren Holtkamp
